Ambient Temperature,Ambient Humidity,Light Intensity (PAR),Phi2,vH+,Relative Chlorophyll,Thickness,Leaf Angle,Leaf Temperature Differential
34.22,49.863,479.598,0.581,0.16699999999999998,42.96,0.49,19.315,-5.59
34.15,50.22,478.52099999999996,0.5770000000000001,0.15,37.65,0.35,43.883,-4.4
34.12,49.808,416.475,0.605,0.221,40.9,0.35,46.733000000000004,-4.47
34.1,48.746,331.56,0.611,0.096,39.1,0.46,49.408,-5.85
34.03,46.965,247.15900000000002,0.622,0.099,43.38,0.56,77.191,-5.78
32.5,50.457,507.67400000000004,0.5820000000000001,0.114,41.79,0.83,40.722,-6.79
32.53,50.754,293.736,0.607,0.078,40.34,0.93,35.528,-5.14
32.54,50.292,496.88300000000004,0.5670000000000001,0.162,45.02,0.88,29.846,-6.87
32.55,51.03,307.263,0.59,0.107,37.53,0.8,56.967,-5.56
32.58,50.806999999999995,275.121,0.5820000000000001,0.084,44.8,0.68,69.436,-6.39
32.77,50.191,635.35,0.584,0.136,44.08,0.71,64.768,-4.96
32.81,50.638999999999996,457.87,0.5710000000000001,0.11,42.01,1.14,70.036,-4.46
32.84,52.07,328.01,0.5760000000000001,0.099,45.55,1.03,73.10600000000001,-4.03
32.88,52.37,445.89099999999996,0.5720000000000001,0.142,40.67,1.03,72.881,-4.31
32.87,50.94,409.481,0.5760000000000001,0.099,42.3,0.88,64.133,-4.7
35.35,47.882,255.028,0.596,0.111,38.46,1.83,33.803000000000004,-6.54
35.31,47.434,269.635,0.608,0.11900000000000001,42.75,1.71,16.965999999999998,-6.42
35.31,48.273999999999994,239.399,0.602,0.08800000000000001,45.46,1.41,40.437,-7.06
35.33,47.973,219.09799999999998,0.596,0.115,38.35,1.4,32.596,-6.04
35.35,48.31399999999999,298.171,0.589,0.132,40.26,1.85,24.136,-6.24
35.34,48.312,247.55900000000003,0.594,0.086,48.45,1.64,36.303000000000004,-4.27
35.34,47.588,95.185,0.629,0.042,45.17,1.37,96.87299999999999,-5.33
35.34,47.916000000000004,124.749,0.598,0.031,48.07,1.33,98.729,-4.77
35.36,48.232,276.086,0.56,0.126,40.72,1.58,53.57,-4.67
35.42,49.467,309.723,0.556,0.171,43.4,1.56,37.975,-3.79
35.45,49.527,376.056,0.599,0.105,51.27,1.33,36.358000000000004,-5.16
35.46,49.121,319.726,0.589,0.12300000000000001,41.38,1.24,67.508,-5.63
35.5,49.475,213.338,0.616,0.1,46.08,1.48,54.402,-5.57
35.54,48.357,356.098,0.598,0.11800000000000001,50.81,1.4,13.212,-5.67
35.59,48.422,327.605,0.6,0.10800000000000001,43.22,1.43,24.508000000000003,-5.12
35.85,38.374,285.869,0.608,0.094,45.91,1.61,36.685,-8.64
35.76,39.141,281.714,0.589,0.111,32.44,1.46,57.205,-4.47
35.67,39.18,291.675,0.606,0.10800000000000001,40.27,1.56,30.811999999999998,-8.38
35.6,38.964,331.755,0.608,0.094,42.27,1.67,46.47,-9.21
35.56,39.406,311.81,0.605,0.105,41.2,1.73,42.675,-7.57
33.25,40.163000000000004,191.143,0.589,0.08900000000000001,30.94,1.63,37.559,-8.06
33.19,40.018,207.516,0.621,0.079,44.36,1.86,28.570999999999998,-8.72
33.21,40.825,157.379,0.617,0.069,44.92,1.61,45.536,-8.6
33.2,40.801,241.977,0.601,0.09699999999999999,41.85,1.56,33.266999999999996,-8.59
33.17,41.415,216.11,0.626,0.065,51.97,1.57,26.314,-8.6
32.59,42.25899999999999,216.91,0.584,0.085,35.68,1.25,36.716,-7.4
32.57,41.978,239.518,0.5920000000000001,0.08800000000000001,38.88,1.54,34.869,-7.72
32.56,41.778999999999996,242.597,0.602,0.055999999999999994,44.03,1.86,40.722,-8.33
32.44,41.908,231.05200000000002,0.612,0.1,46.37,1.68,40.749,-7.39
32.37,42.1,243.298,0.61,0.07,45.41,1.69,41.3,-8.74
34.91,52.013999999999996,885.4060000000001,0.524,0.25,33.46,1.1,53.641000000000005,-4.16
34.98,51.742,627.939,0.58,0.153,44.32,1.52,55.011,-4.61
35.04,51.339,947.034,0.415,0.26899999999999996,37.19,1.4,35.621,-3.19
35.1,51.207,930.918,0.474,0.29100000000000004,40.74,1.61,25.816999999999997,-3.67
35.16,51.097,767.385,0.46,0.271,38.52,1.37,23.364,-2.39
35.27,50.863,897.678,0.509,0.23399999999999999,43.44,1.2,64.293,-4.62
35.35,51.327,732.9630000000001,0.467,0.249,34.5,1.17,84.126,-3.92
35.46,51.666000000000004,540.734,0.585,0.153,45.12,1.26,75.324,-4.13
35.53,51.873000000000005,308.161,0.604,0.125,39.48,1.27,43.303000000000004,-3.72
35.64,51.687,242.07,0.589,0.11,41.93,0.99,80.34100000000001,-2.79
35.77,52.111000000000004,230.21400000000003,0.622,0.077,45.39,1.31,79.55199999999999,-5.44
35.82,52.033,250.604,0.625,0.10300000000000001,46.27,1.59,56.833999999999996,-5.81
35.87,51.56100000000001,246.61,0.629,0.099,43.27,1.44,33.708,-5.0
35.89,50.756,293.974,0.611,0.11900000000000001,42.63,1.51,45.625,-5.02
35.9,50.256,192.477,0.629,0.071,33.37,1.31,52.383,-5.65
32.96,44.038999999999994,1396.306,0.43700000000000006,0.32299999999999995,40.26,1.54,79.942,-0.93
33.02,44.626999999999995,1466.2089999999998,0.498,0.249,41.9,1.59,64.48,-2.09
33.12,45.148,2117.46,0.376,0.365,37.68,1.71,47.545,-3.29
33.16,44.162,1489.588,0.431,0.28800000000000003,47.22,1.39,39.643,-4.99
33.23,44.183,1288.646,0.46399999999999997,0.273,43.05,1.43,71.445,-5.16
33.67,39.885999999999996,635.9159999999999,0.542,0.163,29.19,1.36,63.876000000000005,-7.2
33.66,40.818000000000005,646.895,0.557,0.136,43.88,1.53,66.07300000000001,-7.31
33.69,43.328,832.9939999999999,0.546,0.177,42.1,1.39,82.721,-5.06
33.76,42.36600000000001,1287.267,0.449,0.27399999999999997,33.92,1.2,60.325,-5.83
33.84,42.56100000000001,1270.599,0.46299999999999997,0.282,40.4,1.67,57.473,-4.69
34.59,40.667,720.182,0.599,0.111,46.25,1.44,60.595,-8.16
34.61,40.599000000000004,245.845,0.594,0.08900000000000001,41.28,1.53,70.58800000000001,-6.44
34.64,41.128,644.648,0.568,0.126,42.57,1.48,75.863,-5.97
34.68,41.248000000000005,605.452,0.5529999999999999,0.151,46.6,1.57,77.62,-5.97
34.73,43.145,790.813,0.5529999999999999,0.182,39.65,1.74,70.822,-6.88
25.71,66.743,666.9989999999999,0.499,0.193,34.61,1.43,22.384,-0.56
26.44,66.771,762.543,0.528,0.163,39.5,1.69,31.379,-1.15
27.03,64.585,728.945,0.531,0.196,32.79,1.33,21.115,-1.74
27.76,62.393,229.861,0.585,0.099,34.4,1.38,50.971000000000004,-2.43
28.13,61.091,359.811,0.5870000000000001,0.114,38.44,1.51,37.735,-2.8
32.21,48.831,1455.905,0.469,0.263,36.96,1.54,33.603,-5.32
32.31,48.089,913.288,0.488,0.254,38.41,1.61,35.561,-5.24
32.47,49.242,579.5830000000001,0.575,0.19,35.85,1.4,21.835,-5.58
32.61,47.632,1796.033,0.39299999999999996,0.298,37.9,1.58,50.24100000000001,-6.08
32.71,45.516000000000005,1693.3310000000001,0.444,0.305,43.07,1.32,57.565,-6.04
34.91,41.292,1538.379,0.324,0.25,30.58,1.61,38.803000000000004,-7.74
34.96,41.448,1465.9579999999999,0.42700000000000005,0.3,34.96,1.46,47.486999999999995,-6.75
34.99,42.34,1679.6779999999999,0.41,0.322,39.56,1.38,41.201,-7.46
35.07,41.516000000000005,1843.973,0.415,0.33399999999999996,39.07,1.35,53.449,-7.46
35.11,41.146,1770.912,0.426,0.244,37.04,1.4,60.578,-7.3
31.65,44.516000000000005,1712.18,0.342,0.322,38.57,1.47,16.989,-1.0
31.84,44.187,1642.505,0.392,0.33299999999999996,44.89,1.49,33.848,-1.55
32.04,44.915,1496.104,0.40700000000000003,0.315,40.64,1.71,24.429000000000002,-2.75
32.25,45.376000000000005,428.395,0.5579999999999999,0.145,42.93,1.48,52.1,-1.64
32.45,44.513000000000005,1069.399,0.43700000000000006,0.28300000000000003,40.39,1.4,57.711999999999996,-3.12
35.5,39.681,1673.759,0.324,0.34,43.02,1.13,31.314,-3.95
35.6,39.28,698.997,0.514,0.218,45.49,1.4,45.878,-4.31
35.71,39.794000000000004,1875.354,0.341,0.37200000000000005,39.37,1.43,26.188000000000002,-3.98
35.86,40.521,1806.501,0.41200000000000003,0.35600000000000004,43.79,1.65,47.227,-2.97
36.0,40.018,1187.198,0.408,0.255,49.74,1.23,53.531000000000006,-3.49
37.46,35.233000000000004,226.987,0.588,0.08900000000000001,38.88,1.59,47.59,-2.51
37.49,36.427,121.009,0.595,0.049,39.36,1.74,41.04,-4.46
37.5,34.719,1306.171,0.414,0.287,43.47,1.65,31.169,-7.13
37.54,36.56,1582.148,0.32299999999999995,0.341,37.3,1.52,52.488,-3.53
37.55,35.018,243.66400000000002,0.605,0.09300000000000001,34.97,1.59,57.77,-3.92
37.1,48.756,292.85200000000003,0.616,0.08900000000000001,46.98,1.48,14.759,-5.11
37.11,48.17100000000001,241.365,0.603,0.11800000000000001,38.41,1.39,33.54,-6.5
37.12,47.808,222.33599999999998,0.621,0.115,36.33,1.79,18.575,-5.79
37.12,47.644,218.393,0.63,0.061,47.0,1.62,14.449000000000002,-6.25
37.13,46.59,248.15599999999998,0.626,0.11699999999999999,39.96,1.61,12.724,-6.3
37.12,45.66,242.28400000000002,0.617,0.107,36.84,1.56,17.858,-6.87
37.11,46.07,367.845,0.607,0.111,45.03,1.54,10.004,-6.86
37.11,46.41,558.015,0.56,0.218,40.63,1.49,13.67,-5.82
37.13,46.424,571.036,0.557,0.203,41.04,1.53,29.186999999999998,-6.44
37.15,46.836999999999996,789.1569999999999,0.532,0.252,46.0,1.55,23.752,-5.34
37.12,44.498000000000005,765.09,0.563,0.198,44.4,1.41,16.910999999999998,-6.01
37.12,45.026,744.5930000000001,0.526,0.23399999999999999,44.11,1.59,24.728,-7.83
37.12,44.43899999999999,466.533,0.599,0.149,44.29,1.71,46.6,-7.29
37.12,44.192,750.7589999999999,0.562,0.17,46.37,1.58,11.612,-7.65
37.13,44.228,1036.405,0.489,0.23399999999999999,50.23,1.54,14.988,-6.98
35.66,53.931999999999995,680.812,0.455,0.264,34.11,1.07,70.22,-4.97
35.77,53.091,962.65,0.467,0.315,38.04,1.41,44.784,-3.92
35.87,53.466,954.197,0.466,0.28300000000000003,34.26,1.62,40.098,-4.86
36.0,52.708999999999996,921.3639999999999,0.519,0.254,43.93,1.58,52.608999999999995,-4.57
36.11,52.512,1011.715,0.44,0.32,43.67,1.34,26.429000000000002,-3.56
36.21,50.733000000000004,660.3389999999999,0.575,0.18100000000000002,44.52,1.49,65.439,-5.2
36.29,51.75899999999999,784.28,0.524,0.249,39.53,1.54,22.014,-4.86
36.37,52.037,834.654,0.541,0.261,39.42,1.26,49.16,-4.22
36.45,52.035,721.568,0.49,0.26,36.32,1.37,76.17,-4.68
36.53,51.799,784.081,0.44299999999999995,0.281,38.49,1.52,72.60300000000001,-5.06
36.67,48.218,659.293,0.57,0.196,36.3,1.54,58.618,-5.8
36.73,47.955,697.554,0.557,0.19699999999999998,43.77,1.33,75.472,-5.76
36.83,47.812,921.9810000000001,0.479,0.282,41.44,1.36,54.12,-4.76
36.9,46.495,797.4019999999999,0.49700000000000005,0.268,44.87,1.41,21.459,-4.91
36.95,46.113,535.887,0.555,0.191,38.94,1.42,32.351,-6.02
23.91,72.21600000000001,204.00400000000002,0.5710000000000001,0.08900000000000001,38.26,0.62,17.477,-0.56
24.1,72.467,187.168,0.555,0.098,34.46,0.55,28.599,-0.67
24.26,72.594,217.56799999999998,0.557,0.115,33.36,0.73,36.467,-0.83
24.46,72.71600000000001,215.604,0.562,0.098,34.49,1.21,17.316,-1.07
24.69,72.508,179.579,0.5670000000000001,0.092,39.47,0.92,50.305,-1.2
28.78,63.99,98.039,0.569,0.055,34.88,0.36,75.854,-4.83
28.82,62.839,209.715,0.5720000000000001,0.094,36.95,0.28,38.795,-4.73
28.85,62.011,177.489,0.556,0.105,32.81,0.27,51.31,-4.66
28.89,61.915,217.208,0.574,0.12,37.58,0.94,15.335999999999999,-5.64
28.96,62.184,240.824,0.573,0.09300000000000001,35.7,0.6,15.985,-5.23
30.58,58.998999999999995,269.323,0.555,0.113,32.85,0.65,18.032,-6.07
30.56,58.5,272.004,0.552,0.11900000000000001,32.79,0.45,33.775,-5.41
30.6,58.606,262.895,0.563,0.1,35.19,0.52,13.658,-5.69
30.62,58.588,213.56900000000002,0.58,0.07,37.79,0.45,58.788000000000004,-5.81
30.66,58.446000000000005,193.179,0.568,0.07400000000000001,36.27,0.37,51.657,-5.37
27.33,72.23,1046.219,0.397,0.289,33.62,0.55,24.925,1.2
27.66,72.697,600.35,0.47200000000000003,0.233,34.31,0.92,43.64,1.09
27.98,72.941,718.1519999999999,0.435,0.266,36.16,0.24,25.514,0.69
28.32,72.446,994.7589999999999,0.428,0.287,35.92,0.31,50.85,0.69
28.63,72.374,726.1189999999999,0.493,0.23199999999999998,39.16,0.24,50.998999999999995,0.08
35.67,54.244,380.37199999999996,0.584,0.139,39.73,1.11,24.622,-5.56
35.68,54.621,400.87699999999995,0.579,0.147,35.89,0.84,18.927,-5.89
35.69,55.181999999999995,338.594,0.59,0.11800000000000001,38.87,0.61,36.103,-5.82
35.68,56.048,395.085,0.5820000000000001,0.161,37.81,0.54,13.492,-4.09
35.69,56.368,339.29900000000004,0.579,0.136,37.34,0.51,24.483,-5.18
35.73,55.266999999999996,407.458,0.57,0.204,42.95,0.24,32.996,-4.18
35.76,55.44,442.281,0.574,0.175,37.01,0.4,40.19,-4.93
35.77,55.18899999999999,422.72900000000004,0.588,0.13,40.67,0.67,32.899,-6.08
35.77,54.769,393.73699999999997,0.5760000000000001,0.159,42.56,0.36,19.383,-4.98
35.78,54.348,391.68,0.578,0.17800000000000002,37.16,0.32,5.7589999999999995,-5.03
30.66,53.986999999999995,1055.553,0.525,0.215,38.06,1.25,43.169,-1.69
30.84,54.065,763.3,0.534,0.192,35.49,0.53,49.964,-0.55
31.03,55.083,1156.147,0.49700000000000005,0.235,33.92,0.95,53.23,0.22
31.25,52.431000000000004,1165.119,0.48700000000000004,0.25,38.37,0.59,46.675,-1.78
31.29,52.727,1038.2160000000001,0.49,0.24100000000000002,36.95,1.19,19.744,-2.48
31.5,53.963,1934.531,0.43200000000000005,0.314,34.85,1.22,35.121,-0.93
31.51,52.531000000000006,827.3639999999999,0.518,0.205,34.0,1.21,18.948,-3.16
31.71,53.619,1687.93,0.36200000000000004,0.3,33.74,1.13,69.009,-1.06
31.92,53.458999999999996,1860.231,0.387,0.337,34.87,1.22,51.229,-0.07
32.12,53.332,1915.5320000000002,0.374,0.34299999999999997,31.24,1.45,44.101000000000006,-0.05
34.1,49.114,1458.62,0.41,0.254,29.16,1.26,63.431000000000004,-4.13
34.22,48.661,1804.4160000000002,0.35100000000000003,0.324,30.35,1.37,43.63399999999999,-3.07
34.33,48.86,1272.802,0.46399999999999997,0.266,33.47,1.18,61.456,-3.4
34.46,47.101000000000006,1766.04,0.39899999999999997,0.303,33.3,0.87,74.205,-2.21
34.58,47.65,2061.297,0.36,0.319,34.14,0.99,43.854,-1.91
24.92,69.962,524.404,0.541,0.174,34.81,1.29,5.244,-1.57
25.1,69.833,190.28799999999998,0.5660000000000001,0.084,30.67,1.09,37.774,-1.57
25.32,69.454,503.61300000000006,0.5539999999999999,0.134,29.52,1.12,14.950999999999999,-2.13
25.53,69.64399999999999,225.935,0.575,0.07,33.86,1.47,28.031,-2.58
25.77,69.311,578.241,0.485,0.177,27.03,0.86,49.08,-2.0
30.84,59.633,414.87199999999996,0.561,0.125,30.17,1.03,12.627,-4.79
30.96,59.817,350.371,0.56,0.096,35.23,0.78,21.846,-5.05
31.09,58.297,586.317,0.53,0.17600000000000002,28.94,0.97,43.716,-5.22
31.21,58.494,484.57800000000003,0.551,0.15,31.32,0.35,31.919,-4.82
31.37,58.515,782.355,0.544,0.21600000000000003,30.19,0.94,35.433,-4.76
30.23,52.141999999999996,461.861,0.56,0.133,34.68,1.29,33.133,-5.62
30.26,52.769,418.45599999999996,0.5589999999999999,0.132,29.98,1.26,23.828000000000003,-6.97
30.31,52.913000000000004,616.844,0.54,0.184,30.06,1.19,38.876999999999995,-5.7
30.37,52.262,419.12800000000004,0.569,0.155,31.28,1.4,34.357,-6.52
30.4,51.503,552.133,0.5,0.16399999999999998,26.6,1.47,23.273000000000003,-6.07
28.07,65.125,285.548,0.5710000000000001,0.141,40.26,1.36,27.502,0.74
28.39,65.33,339.959,0.583,0.131,47.84,1.41,12.198,0.72
28.71,65.33,457.505,0.561,0.12,43.52,1.51,24.587,0.3
29.03,65.262,344.036,0.5820000000000001,0.132,44.59,1.4,14.196,-0.06
29.35,65.123,369.736,0.574,0.152,41.78,1.47,14.192,-0.16
33.61,53.806999999999995,180.892,0.593,0.07400000000000001,43.69,1.11,30.185,-4.8
33.68,54.489,172.63099999999997,0.606,0.08900000000000001,42.89,1.28,20.325,-4.71
33.76,54.277,132.02700000000002,0.594,0.061,43.52,1.54,46.483000000000004,-4.29
33.87,54.441,387.278,0.5870000000000001,0.14300000000000002,46.56,1.39,24.92,-4.58
33.99,53.91,353.79900000000004,0.561,0.149,42.5,1.28,7.019,-4.66
36.43,48.475,171.988,0.579,0.08800000000000001,37.11,1.19,16.145,-5.18
36.46,47.961999999999996,237.84599999999998,0.639,0.085,38.05,1.47,9.442,-5.85
36.46,46.356,143.243,0.5820000000000001,0.046,43.84,1.35,51.303000000000004,-5.27
36.47,47.119,451.68699999999995,0.562,0.132,38.79,1.65,29.934,-6.0
36.48,46.663999999999994,313.55,0.569,0.10800000000000001,44.74,1.6,31.688000000000002,-6.55
25.3,71.961,209.331,0.561,0.098,30.72,0.48,18.314,-0.25
25.43,71.982,217.636,0.5660000000000001,0.09300000000000001,30.03,0.33,16.787,-0.38
25.55,71.845,200.53900000000002,0.5820000000000001,0.09300000000000001,33.91,0.44,25.226,-0.32
25.64,71.791,202.25,0.601,0.098,34.44,0.27,26.505,0.07
25.74,71.641,222.051,0.5770000000000001,0.107,32.79,0.64,37.083,-1.17
28.64,67.578,407.36800000000005,0.551,0.154,34.16,0.54,25.781,-1.29
28.75,66.773,633.184,0.512,0.192,33.68,0.21,51.42,-0.72
28.87,66.12899999999999,566.2869999999999,0.465,0.18600000000000003,31.96,0.22,31.096999999999998,-0.98
29.04,65.433,590.3530000000001,0.5529999999999999,0.21,37.27,0.62,56.673,-1.05
29.17,65.49600000000001,437.69300000000004,0.5489999999999999,0.145,34.59,0.29,39.385999999999996,-1.88
31.84,62.739,711.25,0.545,0.205,37.05,0.41,29.834,-2.05
31.92,62.479,700.7589999999999,0.535,0.243,37.08,0.23,64.38600000000001,-2.05
32.03,62.494,578.026,0.5479999999999999,0.212,38.44,0.25,54.826,-1.52
32.17,62.568999999999996,704.4630000000001,0.536,0.218,34.81,0.56,52.2,-2.24
32.29,62.745,624.711,0.552,0.221,37.39,0.62,25.066,-2.0
35.1,56.339,194.274,0.5820000000000001,0.061,44.6,1.22,18.039,-5.81
35.03,56.007,165.451,0.581,0.064,42.78,1.03,25.598000000000003,-5.92
35.06,55.86,197.71400000000003,0.575,0.055,45.57,1.41,38.241,-5.91
34.98,55.586999999999996,177.707,0.575,0.06,42.23,1.34,33.809,-5.93
35.0,56.038000000000004,210.205,0.564,0.075,39.03,1.16,7.327999999999999,-5.95
26.38,67.676,420.55400000000003,0.5429999999999999,0.141,42.45,1.02,5.023,-0.99
25.95,67.399,329.475,0.547,0.129,39.06,0.38,35.434,-0.96
26.17,67.031,409.20599999999996,0.5329999999999999,0.154,43.05,0.99,10.97,-0.98
25.52,66.487,303.226,0.536,0.128,39.03,0.83,25.523000000000003,-1.09
25.7,67.315,344.385,0.542,0.138,41.26,1.19,5.6,-1.23
33.82,57.353,395.82099999999997,0.552,0.126,39.61,1.17,31.865,-4.85
33.62,58.016999999999996,352.79699999999997,0.539,0.12,42.39,0.47,12.513,-4.73
33.72,57.535,312.98900000000003,0.547,0.098,45.1,0.49,25.041,-4.79
33.44,58.361000000000004,238.763,0.552,0.078,46.25,0.95,18.863,-4.77
33.53,58.521,360.18800000000005,0.544,0.11900000000000001,36.17,0.96,9.57,-4.82
27.69,63.813,370.88800000000003,0.5589999999999999,0.125,44.53,0.63,22.75,-2.06
27.8,63.354,387.441,0.547,0.155,42.91,0.62,15.707,-2.09
27.41,64.508,366.57,0.534,0.142,44.7,0.52,23.326,-1.94
27.57,64.187,409.781,0.536,0.17,42.31,0.44,1.275,-1.76
27.24,65.157,419.921,0.531,0.14400000000000002,47.18,0.88,10.901,-1.47
32.48,60.369,309.3,0.523,0.107,39.67,0.92,23.592,-3.19
32.26,60.843999999999994,412.06800000000004,0.528,0.11699999999999999,44.21,1.48,31.339000000000002,-4.33
32.38,60.824,298.497,0.523,0.10800000000000001,36.04,0.79,31.203000000000003,-3.75
32.12,61.443000000000005,406.333,0.519,0.128,40.59,0.86,8.652000000000001,-3.11
31.88,62.326,222.418,0.5479999999999999,0.075,42.36,1.27,43.128,-3.71
32.01,61.967,284.561,0.535,0.106,37.56,1.36,28.666999999999998,-3.48
28.51,61.26,401.369,0.5429999999999999,0.155,38.7,1.04,31.421,-2.94
28.64,60.364,413.805,0.5379999999999999,0.14800000000000002,35.49,1.17,19.21,-3.32
28.14,62.135,348.20300000000003,0.544,0.161,43.26,0.85,39.806,-3.05
28.3,61.801,412.05199999999996,0.547,0.14800000000000002,40.18,1.09,8.896,-3.49
27.98,63.071999999999996,386.204,0.547,0.139,43.37,0.95,11.137,-2.83
